MoonRise,Az,Phase,Paksha,days,Fullmoon,Newmoon,Eclipse
1/1/01,123.2868,0.158,Krishna,0,0,1,0
1/2/01,121.8232,1.26,Shukla,1,0,0,0
1/3/01,118.4636,4.302,Shukla,2,0,0,0
1/4/01,114.5132,9.084,Shukla,3,0,0,0
1/5/01,110.1648,15.373,Shukla,4,0,0,0
1/6/01,104.5023,22.883,Shukla,5,0,0,0
1/7/01,97.606,31.347,Shukla,6,0,0,0
1/8/01,91.579,40.618,Shukla,7,0,0,0
1/9/01,85.4013,50.391,Shukla,8,0,0,0
1/10/01,79.0929,60.371,Shukla,9,0,0,0
1/11/01,72.7081,70.209,Shukla,10,0,0,0
1/12/01,66.3571,79.475,Shukla,11,0,0,0
1/13/01,62.2848,87.758,Shukla,12,0,0,0
1/14/01,58.8178,94.319,Shukla,13,0,0,0
1/15/01,58.5067,98.587,Shukla,14,0,0,0
1/16/01,59.8501,99.941,Shukla,15,1,0,0
1/17/01,64.2296,98.088,Krishna,16,0,0,0
1/18/01,70.574,93.08,Krishna,17,0,0,0
1/19/01,77.4136,85.382,Krishna,18,0,0,0
1/20/01,85.2257,75.625,Krishna,19,0,0,0
1/21/01,93.4115,64.578,Krishna,20,0,0,0
1/22/01,101.4252,53.004,Krishna,21,0,0,0
1/23/01,107.7075,41.654,Krishna,22,0,0,0
1/24/01,114.0674,30.956,Krishna,23,0,0,0
1/25/01,118.0663,21.479,Krishna,24,0,0,0
1/26/01,121.7321,13.454,Krishna,25,0,0,0
1/28/01,122.9481,7.214,Krishna,27,0,0,0
1/29/01,121.9015,2.888,Krishna,28,0,0,0
1/30/01,119.9011,0.524,Krishna,29,0,0,0
1/31/01,116.1541,0.137,Krishna,30,0,1,0
2/1/01,111.9251,1.668,Shukla,31,0,0,0
2/2/01,106.3305,4.999,Shukla,32,0,0,0
2/3/01,100.5239,9.998,Shukla,33,0,0,0
2/4/01,93.5394,16.456,Shukla,34,0,0,0
2/5/01,87.4856,24.256,Shukla,35,0,0,0
2/6/01,81.3584,33.15,Shukla,36,0,0,0
2/7/01,75.1978,42.89,Shukla,37,0,0,0
2/8/01,69.0765,53.183,Shukla,38,0,0,0
2/9/01,64.1367,63.733,Shukla,39,0,0,0
2/10/01,60.6139,74.071,Shukla,40,0,0,0
2/11/01,58.8878,83.589,Shukla,41,0,0,0
2/12/01,58.4323,91.514,Shukla,42,0,0,0
2/13/01,61.782,97.181,Shukla,43,0,0,0
2/14/01,67.1087,99.846,Shukla,44,1,0,0
2/15/01,74.252,99.16,Krishna,45,0,0,0.5
2/16/01,81.6517,95.182,Krishna,46,0,0,0
2/17/01,89.736,88.321,Krishna,47,0,0,0
2/18/01,97.8757,79.247,Krishna,48,0,0,0
2/19/01,105.5164,68.748,Krishna,49,0,0,0
2/20/01,112.2183,57.588,Krishna,50,0,0,0
2/21/01,117.6768,46.426,Krishna,51,0,0,0
2/22/01,120.6608,35.846,Krishna,52,0,0,0
2/23/01,122.2717,26.181,Krishna,53,0,0,0
2/24/01,122.6457,17.737,Krishna,54,0,0,0
2/25/01,120.9576,10.781,Krishna,55,0,0,0
2/27/01,117.4578,5.469,Krishna,57,0,0,0
2/28/01,113.4066,1.9,Krishna,58,0,0,0
1901-02-29,107.9249,0.171,Krishna,58,0,1,0
3/1/01,102.1771,0.307,Shukla,59,0,1,0
3/2/01,96.2503,2.305,Shukla,60,0,0,0
3/3/01,89.1813,6.087,Shukla,61,0,0,0
3/4/01,83.0864,11.602,Shukla,62,0,0,0
3/5/01,76.9902,18.69,Shukla,63,0,0,0
3/6/01,70.9666,27.163,Shukla,64,0,0,0
3/7/01,66.138,36.851,Shukla,65,0,0,0
3/8/01,61.6666,47.388,Shukla,66,0,0,0
3/9/01,58.834,58.452,Shukla,67,0,0,0
3/10/01,58.0223,69.525,Shukla,68,0,0,0
3/11/01,59.6685,79.945,Shukla,69,0,0,0
3/12/01,64.1183,88.925,Shukla,70,0,0,0
3/13/01,70.3944,95.607,Shukla,71,0,0,0
3/14/01,77.1555,99.317,Shukla,72,0,0,0
3/15/01,86.0182,99.716,Shukla,73,1,0,0
3/16/01,94.1875,96.797,Krishna,74,0,0,0
3/17/01,102.1067,90.943,Krishna,75,0,0,0
3/18/01,109.229,82.791,Krishna,76,0,0,0
3/19/01,115.1498,73.088,Krishna,77,0,0,0
3/20/01,119.6459,62.552,Krishna,78,0,0,0
3/21/01,122.6944,51.797,Krishna,79,0,0,0
3/22/01,123.3689,41.365,Krishna,80,0,0,0
3/23/01,121.9235,31.616,Krishna,81,0,0,0
3/24/01,118.6297,22.83,Krishna,82,0,0,0
3/25/01,114.7555,15.194,Krishna,83,0,0,0
3/26/01,109.4171,8.951,Krishna,84,0,0,0
3/27/01,103.7711,4.244,Krishna,85,0,0,0
3/29/01,97.9003,1.237,Krishna,87,0,0,0
3/30/01,91.8724,0.058,Krishna,88,0,1,0
3/31/01,84.7245,0.786,Shukla,89,0,0,0
4/1/01,78.5816,3.461,Shukla,90,0,0,0
4/2/01,72.5019,8.059,Shukla,91,0,0,0
4/3/01,67.6214,14.531,Shukla,92,0,0,0
4/4/01,63.0899,22.679,Shukla,93,0,0,0
4/5/01,60.1608,32.321,Shukla,94,0,0,0
4/6/01,58.1311,43.052,Shukla,95,0,0,0
4/7/01,59.4168,54.572,Shukla,96,0,0,0
4/8/01,62.2769,66.147,Shukla,97,0,0,0
4/9/01,66.834,77.081,Shukla,98,0,0,0
4/10/01,74.0324,86.653,Shukla,99,0,0,0
4/11/01,81.3752,93.983,Shukla,100,0,0,0
4/12/01,89.3905,98.508,Shukla,101,0,0,0
4/13/01,97.4723,99.864,Shukla,102,1,0,0
4/14/01,106.1071,98.014,Krishna,103,0,0,0
4/15/01,112.5911,93.301,Krishna,104,0,0,0
4/16/01,117.6662,86.276,Krishna,105,0,0,0
4/17/01,121.2027,77.59,Krishna,106,0,0,0
4/18/01,122.2336,67.928,Krishna,107,0,0,0
4/19/01,122.0816,57.784,Krishna,108,0,0,0
4/20/01,119.9936,47.649,Krishna,109,0,0,0
4/21/01,116.2356,37.873,Krishna,110,0,0,0
4/22/01,112.0486,28.694,Krishna,111,0,0,0
4/23/01,106.5014,20.418,Krishna,112,0,0,0
4/24/01,99.6839,13.279,Krishna,113,0,0,0
4/25/01,93.7192,7.435,Krishna,114,0,0,0
4/26/01,87.6169,3.165,Krishna,115,0,0,0
4/27/01,81.4341,0.688,Krishna,116,0,0,0
4/29/01,75.2564,0.186,Krishna,118,0,1,0
4/30/01,69.2085,1.781,Shukla,119,0,0,0
5/1/01,64.4757,5.551,Shukla,120,0,0,0
5/2/01,60.2804,11.433,Shukla,121,0,0,0
5/3/01,58.9829,19.379,Shukla,122,0,0,0
5/4/01,58.8868,29.019,Shukla,123,0,0,0
5/5/01,61.3302,40.007,Shukla,124,0,0,0
5/6/01,65.4257,51.736,Shukla,125,0,0,0
5/7/01,71.09,63.565,Shukla,126,0,0,0
5/8/01,78.0328,74.773,Shukla,127,0,0,0
5/9/01,85.8133,84.612,Shukla,128,0,0,0
5/10/01,93.9004,92.378,Shukla,129,0,0,0
5/11/01,101.7258,97.518,Shukla,130,0,0,0
5/12/01,109.8298,99.722,Shukla,131,1,0,0
5/13/01,115.5674,98.945,Krishna,132,0,0,0
5/14/01,119.7619,95.458,Krishna,133,0,0,0
5/15/01,122.3863,89.698,Krishna,134,0,0,0
5/16/01,122.5736,82.23,Krishna,135,0,0,0
5/17/01,120.6656,73.585,Krishna,136,0,0,0
5/18/01,118.0471,64.179,Krishna,137,0,0,0
5/19/01,112.8607,54.507,Krishna,138,0,0,0
5/20/01,108.4143,44.748,Krishna,139,0,0,0
5/21/01,102.7063,35.301,Krishna,140,0,0,0
5/22/01,95.7932,26.441,Krishna,141,0,0,0
5/23/01,89.7743,18.348,Krishna,142,0,0,0
5/24/01,83.6435,11.37,Krishna,143,0,0,0
5/25/01,77.4547,5.82,Krishna,144,0,0,0
5/26/01,71.3057,2.014,Krishna,145,0,0,0
5/27/01,66.3628,0.235,Krishna,146,0,1,0
5/29/01,61.849,0.746,Shukla,148,0,0,0
5/30/01,59.0964,3.7,Shukla,149,0,0,0
5/31/01,58.496,9.126,Shukla,150,0,0,0
6/1/01,60.4164,16.874,Shukla,151,0,0,0
6/2/01,64.0197,26.542,Shukla,152,0,0,0
6/3/01,69.2611,37.616,Shukla,153,0,0,0
6/4/01,75.8729,49.471,Shukla,154,0,0,0
6/5/01,83.4378,61.411,Shukla,155,0,0,0
6/6/01,91.4623,72.716,Shukla,156,0,0,0
6/7/01,99.4243,82.687,Shukla,157,0,0,0
6/8/01,106.8027,90.716,Shukla,158,0,0,0
6/9/01,113.1193,96.344,Shukla,159,0,0,0
6/10/01,118.0112,99.32,Shukla,160,0,0,0
6/11/01,121.3131,99.613,Shukla,161,1,0,0
6/12/01,122.0351,97.411,Krishna,162,0,0,0
6/13/01,121.5221,93.023,Krishna,163,0,0,0
6/14/01,119.0665,86.862,Krishna,164,0,0,0
6/15/01,114.9869,79.341,Krishna,165,0,0,0
6/16/01,109.518,70.844,Krishna,166,0,0,0
6/17/01,104.8755,61.614,Krishna,167,0,0,0
6/18/01,98.0158,52.111,Krishna,168,0,0,0
6/19/01,92.0866,42.463,Krishna,169,0,0,0
6/20/01,86.0656,33.012,Krishna,170,0,0,0
6/21/01,78.9532,24.124,Krishna,171,0,0,0
6/22/01,73.866,15.981,Krishna,172,0,0,0
6/23/01,67.8456,9.14,Krishna,173,0,0,0
6/24/01,63.1069,3.931,Krishna,174,0,0,0
6/25/01,59.942,0.81,Krishna,175,0,0,0
6/26/01,58.7489,0.183,Krishna,176,0,1,0
6/28/01,59.9656,2.321,Shukla,178,0,0,0
6/29/01,62.8815,7.248,Shukla,179,0,0,0
6/30/01,67.5519,14.732,Shukla,180,0,0,0
7/1/01,74.831,24.385,Shukla,181,0,0,0
7/2/01,82.1658,35.473,Shukla,182,0,0,0
7/3/01,89.0228,47.269,Shukla,183,0,0,0
7/4/01,97.0483,59.186,Shukla,184,0,0,0
7/5/01,104.6561,70.458,Shukla,185,0,0,0
7/6/01,111.3822,80.462,Shukla,186,0,0,0
7/7/01,116.8428,88.693,Shukla,187,0,0,0
7/8/01,119.7216,94.76,Shukla,188,0,0,0
7/9/01,122.1393,98.524,Shukla,189,0,0,0
7/10/01,122.1246,99.891,Shukla,190,1,0,0
7/11/01,119.9943,98.98,Krishna,191,0,0,0
7/12/01,116.0898,96.004,Krishna,192,0,0,0
7/13/01,111.7265,91.204,Krishna,193,0,0,0
7/14/01,106.0615,84.893,Krishna,194,0,0,0
7/15/01,100.2512,77.331,Krishna,195,0,0,0
7/16/01,94.3619,68.791,Krishna,196,0,0,0
7/17/01,88.4244,59.541,Krishna,197,0,0,0
7/18/01,81.4316,49.912,Krishna,198,0,0,0
7/19/01,75.4609,40.07,Krishna,199,0,0,0
7/20/01,70.5556,30.334,Krishna,200,0,0,0
7/21/01,64.794,21.224,Krishna,201,0,0,0
7/22/01,61.4353,13.025,Krishna,202,0,0,0
7/23/01,58.7627,6.405,Krishna,203,0,0,0
7/24/01,59.2665,1.874,Krishna,204,0,0,0
7/25/01,61.3228,0.039,Krishna,205,0,1,0
7/27/01,66.2219,1.241,Shukla,207,0,0,0
7/28/01,71.8028,5.512,Shukla,208,0,0,0
7/29/01,78.7425,12.59,Shukla,209,0,0,0
7/30/01,86.5225,21.943,Shukla,210,0,0,0
7/31/01,94.5728,32.86,Shukla,211,0,0,0
8/1/01,102.3496,44.569,Shukla,212,0,0,0
8/2/01,109.3721,56.326,Shukla,213,0,0,0
8/3/01,115.2496,67.477,Shukla,214,0,0,0
8/4/01,119.7207,77.485,Shukla,215,0,0,0
8/5/01,121.6185,85.896,Shukla,216,0,0,0
8/6/01,122.1302,92.477,Shukla,217,0,0,0
8/7/01,120.4342,97.027,Shukla,218,0,0,0
8/8/01,117.8782,99.497,Shukla,219,0,0,0
8/9/01,113.6977,99.892,Shukla,220,1,0,0
8/10/01,109.1599,98.303,Krishna,221,0,0,0
8/11/01,103.3744,94.888,Krishna,222,0,0,0
8/12/01,96.4555,89.85,Krishna,223,0,0,0
8/13/01,90.5376,83.33,Krishna,224,0,0,0
8/14/01,84.6229,75.566,Krishna,225,0,0,0
8/15/01,77.7226,66.846,Krishna,226,0,0,0
8/16/01,71.9248,57.3,Krishna,227,0,0,0
8/17/01,67.2967,47.186,Krishna,228,0,0,0
8/18/01,62.9479,36.902,Krishna,229,0,0,0
8/19/01,60.1225,26.799,Krishna,230,0,0,0
8/20/01,59.1608,17.414,Krishna,231,0,0,0
8/21/01,59.448,9.449,Krishna,232,0,0,0
8/22/01,63.433,3.52,Krishna,233,0,0,0
8/23/01,68.1329,0.392,Krishna,234,0,1,0
8/25/01,75.4888,0.456,Shukla,236,0,1,0
8/26/01,82.9201,3.817,Shukla,237,0,0,0
8/27/01,91.994,10.239,Shukla,238,0,0,0
8/28/01,99.9221,19.058,Shukla,239,0,0,0
8/29/01,107.2303,29.533,Shukla,240,0,0,0
8/30/01,113.4722,40.86,Shukla,241,0,0,0
8/31/01,118.3517,52.31,Shukla,242,0,0,0
9/1/01,120.6823,63.225,Shukla,243,0,0,0
9/2/01,122.6807,73.263,Shukla,244,0,0,0
9/3/01,121.3618,81.925,Shukla,245,0,0,0
9/4/01,119.1358,89.071,Shukla,246,0,0,0
9/5/01,115.2102,94.491,Shukla,247,0,0,0
9/6/01,110.8496,98.1,Shukla,248,0,0,0
9/7/01,105.1686,99.825,Shukla,249,1,0,0
9/8/01,99.3299,99.672,Krishna,250,1,0,0
9/9/01,92.3842,97.695,Krishna,251,0,0,0
9/10/01,86.4622,93.952,Krishna,252,0,0,0
9/11/01,80.5846,88.571,Krishna,253,0,0,0
9/12/01,74.8096,81.705,Krishna,254,0,0,0
9/13/01,69.2133,73.541,Krishna,255,0,0,0
9/14/01,64.9167,64.23,Krishna,256,0,0,0
9/15/01,61.0713,54.094,Krishna,257,0,0,0
9/16/01,58.9349,43.397,Krishna,258,0,0,0
9/17/01,58.8373,32.574,Krishna,259,0,0,0
9/18/01,61.1316,22.2,Krishna,260,0,0,0
9/19/01,66.0724,12.991,Krishna,261,0,0,0
9/20/01,71.58,5.827,Krishna,262,0,0,0
9/21/01,79.5094,1.342,Krishna,263,0,0,0
9/23/01,87.2421,0.11,Krishna,265,0,1,0
9/24/01,95.2334,2.26,Shukla,266,0,0,0
9/25/01,103.9446,7.594,Shukla,267,0,0,0
9/26/01,110.6275,15.464,Shukla,268,0,0,0
9/27/01,115.9735,25.125,Shukla,269,0,0,0
9/28/01,119.7937,35.793,Shukla,270,0,0,0
9/29/01,122.1292,46.776,Shukla,271,0,0,0
9/30/01,122.1409,57.464,Shukla,272,0,0,0
10/1/01,120.1361,67.451,Shukla,273,0,0,0
10/2/01,116.4054,76.436,Shukla,274,0,0,0
10/3/01,112.2175,84.226,Shukla,275,0,0,0
10/4/01,106.6803,90.588,Shukla,276,0,0,0
10/5/01,100.9451,95.399,Shukla,277,0,0,0
10/6/01,95.0874,98.525,Shukla,278,0,0,0
10/7/01,88.1421,99.863,Shukla,279,1,0,0
10/8/01,82.2331,99.373,Krishna,280,0,0,0
10/9/01,76.3997,97.03,Krishna,281,0,0,0
10/10/01,70.7312,92.875,Krishna,282,0,0,0
10/11/01,66.3629,86.956,Krishna,283,0,0,0
10/12/01,62.438,79.442,Krishna,284,0,0,0
10/13/01,60.1895,70.475,Krishna,285,0,0,0
10/14/01,58.8616,60.377,Krishna,286,0,0,0
10/15/01,60.8088,49.357,Krishna,287,0,0,0
10/16/01,64.196,38.027,Krishna,288,0,0,0
10/17/01,69.0969,26.983,Krishna,289,0,0,0
10/18/01,75.3758,16.939,Krishna,290,0,0,0
10/19/01,82.7004,8.679,Krishna,291,0,0,0
10/20/01,90.5796,2.953,Krishna,292,0,0,0
10/22/01,99.5107,0.313,Krishna,294,0,1,0
10/23/01,106.6912,1.017,Shukla,295,0,0,0
10/24/01,113.756,4.899,Shukla,296,0,0,0
10/25/01,118.1743,11.408,Shukla,297,0,0,0
10/26/01,120.9642,19.873,Shukla,298,0,0,0
10/27/01,122.3112,29.581,Shukla,299,0,0,0
10/28/01,120.4342,39.787,Shukla,300,0,0,0
10/29/01,117.8164,50.093,Shukla,301,0,0,0
10/30/01,113.6754,60.052,Shukla,302,0,0,0
10/31/01,108.1985,69.361,Shukla,303,0,0,0
11/1/01,102.5386,77.817,Shukla,304,0,0,0
11/2/01,96.7568,85.194,Shukla,305,0,0,0
11/3/01,90.8966,91.278,Shukla,306,0,0,0
11/4/01,83.9741,95.845,Shukla,307,0,0,0
11/5/01,78.1023,98.767,Shukla,308,0,0,0
11/6/01,72.3332,99.858,Shukla,309,1,0,0
11/7/01,67.8076,98.993,Krishna,310,0,0,0
11/8/01,63.6729,96.108,Krishna,311,0,0,0
11/9/01,61.1732,91.19,Krishna,312,0,0,0
11/10/01,59.5663,84.365,Krishna,313,0,0,0
11/11/01,60.1543,75.774,Krishna,314,0,0,0
11/12/01,63.1733,65.696,Krishna,315,0,0,0
11/13/01,66.6137,54.665,Krishna,316,0,0,0
11/14/01,72.4803,43.053,Krishna,317,0,0,0
11/15/01,79.4563,31.55,Krishna,318,0,0,0
11/16/01,87.1426,20.876,Krishna,319,0,0,0
11/17/01,95.0412,11.795,Krishna,320,0,0,0
11/18/01,102.5905,5.025,Krishna,321,0,0,0
11/20/01,110.305,1.092,Krishna,323,0,0,0
11/21/01,115.5206,0.292,Krishna,324,0,1,0
11/22/01,120.129,2.528,Shukla,325,0,0,0
11/23/01,122,7.398,Shukla,326,0,0,0
11/24/01,121.4428,14.322,Shukla,327,0,0,0
11/25/01,118.8796,22.691,Shukla,328,0,0,0
11/26/01,114.69,31.952,Shukla,329,0,0,0
11/27/01,110.1797,41.69,Shukla,330,0,0,0
11/28/01,104.4678,51.475,Shukla,331,0,0,0
11/29/01,98.6766,61.045,Shukla,332,0,0,0
11/30/01,92.8441,70.13,Shukla,333,0,0,0
12/1/01,86.9905,78.472,Shukla,334,0,0,0
12/2/01,80.1183,85.769,Shukla,335,0,0,0
12/3/01,74.3263,91.85,Shukla,336,0,0,0
12/4/01,69.6945,96.42,Shukla,337,0,0,0
12/5/01,65.3478,99.166,Shukla,338,0,0,0
12/6/01,61.5073,99.86,Shukla,339,1,0,0
12/7/01,59.4724,98.326,Krishna,340,0,0,0
12/8/01,59.5778,94.461,Krishna,341,0,0,0
12/9/01,62.1128,88.297,Krishna,342,0,0,0
12/10/01,66.1704,80.074,Krishna,343,0,0,0
12/11/01,71.6797,70.148,Krishna,344,0,0,0
12/12/01,77.3118,59.069,Krishna,345,0,0,0
12/13/01,84.8296,47.278,Krishna,346,0,0,0
12/14/01,92.7093,35.505,Krishna,347,0,0,0
12/15/01,100.4498,24.465,Krishna,348,0,0,0
12/16/01,107.5274,14.871,Krishna,349,0,0,0
12/17/01,113.4458,7.358,Krishna,350,0,0,0
12/19/01,117.8259,2.397,Krishna,352,0,0,0
12/20/01,120.5077,0.228,Krishna,353,0,1,0
12/21/01,121.6085,0.837,Shukla,354,0,0,0
12/22/01,120.4182,3.969,Shukla,355,0,0,0
12/23/01,116.3082,9.183,Shukla,356,0,0,0
12/24/01,112.7804,16.116,Shukla,357,0,0,0
12/25/01,106.9433,24.215,Shukla,358,0,0,0
12/26/01,101.0366,33.152,Shukla,359,0,0,0
12/27/01,95.1298,42.583,Shukla,360,0,0,0
12/28/01,89.2543,52.199,Shukla,361,0,0,0
12/29/01,82.3993,61.66,Shukla,362,0,0,0
12/30/01,76.6387,70.805,Shukla,363,0,0,0
12/31/01,70.9872,79.28,Shukla,364,0,0,0
1/1/02,74.5575,74.597,Krishna,365,0,0,0
1/2/02,82.29,63.749,Krishna,366,0,0,0
1/3/02,89.5007,52.618,Krishna,367,0,0,0
1/4/02,96.7727,41.721,Krishna,368,0,0,0
1/5/02,103.6962,31.521,Krishna,369,0,0,0
1/6/02,109.9247,22.375,Krishna,370,0,0,0
1/7/02,116.2578,14.522,Krishna,371,0,0,0
1/8/02,120.2922,8.27,Krishna,372,0,0,0
1/10/02,123.0056,3.73,Krishna,374,0,0,0
1/11/02,123.3347,1.024,Krishna,375,0,0,0
1/12/02,123.5414,0.188,Krishna,376,0,1,0
1/13/02,120.6332,1.232,Shukla,377,0,0,0
1/14/02,116.952,4.107,Shukla,378,0,0,0
1/15/02,112.6706,8.734,Shukla,379,0,0,0
1/16/02,106.8785,14.956,Shukla,380,0,0,0
1/17/02,100.7118,22.635,Shukla,381,0,0,0
1/18/02,93.1961,31.512,Shukla,382,0,0,0
1/19/02,86.4323,41.442,Shukla,383,0,0,0
1/20/02,79.4362,52.052,Shukla,384,0,0,0
1/21/02,72.2915,62.926,Shukla,385,0,0,0
1/22/02,66.1697,73.603,Shukla,386,0,0,0
1/23/02,61.3554,83.409,Shukla,387,0,0,0
1/24/02,58.3196,91.554,Shukla,388,0,0,0
1/25/02,57.6989,97.237,Shukla,389,0,0,0
1/26/02,60.1117,99.81,Shukla,390,1,0,0
1/27/02,64.8165,98.975,Krishna,391,0,0,0
1/28/02,70.5375,94.919,Krishna,392,0,0,0
1/29/02,78.8588,88.096,Krishna,393,0,0,0
1/30/02,86.9824,79.287,Krishna,394,0,0,0
1/31/02,94.292,69.265,Krishna,395,0,0,0
2/1/02,101.3823,58.649,Krishna,396,0,0,0
2/2/02,108.9546,47.934,Krishna,397,0,0,0
2/3/02,114.5089,37.691,Krishna,398,0,0,0
2/4/02,118.9115,28.205,Krishna,399,0,0,0
2/5/02,122.0242,19.754,Krishna,400,0,0,0
2/6/02,123.8183,12.572,Krishna,401,0,0,0
2/8/02,123.313,6.887,Krishna,403,0,0,0
2/9/02,121.7441,2.832,Krishna,404,0,0,0
2/10/02,118.2575,0.559,Krishna,405,0,0,0
2/11/02,114.094,0.155,Krishna,406,0,1,0
2/12/02,108.3677,1.671,Shukla,407,0,0,0
2/13/02,102.2442,5.108,Shukla,408,0,0,0
2/14/02,95.813,10.413,Shukla,409,0,0,0
2/15/02,88.1224,17.419,Shukla,410,0,0,0
2/16/02,81.2927,26.02,Shukla,411,0,0,0
2/17/02,74.3778,35.911,Shukla,412,0,0,0
2/18/02,68.5136,46.812,Shukla,413,0,0,0
2/19/02,62.8836,58.188,Shukla,414,0,0,0
2/20/02,58.822,69.526,Shukla,415,0,0,0
2/21/02,57.8246,80.171,Shukla,416,0,0,0
2/22/02,58.4311,89.162,Shukla,417,0,0,0
2/23/02,62.106,95.782,Shukla,418,0,0,0
2/24/02,67.9124,99.391,Shukla,419,0,0,0
2/25/02,74.4575,99.741,Shukla,420,1,0,0
2/26/02,82.2145,96.962,Krishna,421,0,0,0
2/27/02,90.557,91.457,Krishna,422,0,0,0
2/28/02,98.9063,83.822,Krishna,423,0,0,0
3/1/02,105.6863,74.767,Krishna,424,0,0,0
3/2/02,112.7121,64.797,Krishna,425,0,0,0
3/3/02,117.5221,54.551,Krishna,426,0,0,0
3/4/02,121.0554,44.392,Krishna,427,0,0,0
3/5/02,123.2622,34.665,Krishna,428,0,0,0
3/6/02,124.206,25.657,Krishna,429,0,0,0
3/7/02,122.9698,17.665,Krishna,430,0,0,0
3/8/02,119.7509,10.913,Krishna,431,0,0,0
3/10/02,115.7866,5.595,Krishna,433,0,0,0
3/11/02,110.1828,1.954,Krishna,434,0,0,0
3/12/02,104.1084,0.163,Krishna,435,0,1,0
3/13/02,97.6645,0.385,Shukla,436,0,1,0
3/14/02,90.9449,2.72,Shukla,437,0,0,0
3/15/02,84.0433,7.181,Shukla,438,0,0,0
3/16/02,77.0688,13.681,Shukla,439,0,0,0
3/17/02,70.1611,22.025,Shukla,440,0,0,0
3/18/02,64.5179,31.974,Shukla,441,0,0,0
3/19/02,60.4105,43.127,Shukla,442,0,0,0
3/20/02,57.204,54.863,Shukla,443,0,0,0
3/21/02,57.4073,66.681,Shukla,444,0,0,0
3/22/02,59.3973,77.668,Shukla,445,0,0,0
3/23/02,64.429,87.119,Shukla,446,0,0,0
3/24/02,71.3258,94.275,Shukla,447,0,0,0
3/25/02,78.5932,98.623,Shukla,448,0,0,0
3/26/02,86.7239,99.983,Shukla,449,1,0,0.1
3/27/02,95.1346,98.411,Krishna,450,0,0,0
3/28/02,102.1926,94.243,Krishna,451,0,0,0
3/29/02,109.6354,87.894,Krishna,452,0,0,0
3/30/02,114.9338,79.969,Krishna,453,0,0,0
3/31/02,120.0448,70.895,Krishna,454,0,0,0
4/1/02,122.7129,61.236,Krishna,455,0,0,0
4/2/02,124.0738,51.331,Krishna,456,0,0,0
4/3/02,123.2061,41.561,Krishna,457,0,0,0
4/4/02,121.3687,32.164,Krishna,458,0,0,0
4/5/02,117.6845,23.461,Krishna,459,0,0,0
4/6/02,112.3135,15.727,Krishna,460,0,0,0
4/7/02,106.4163,9.212,Krishna,461,0,0,0
4/8/02,100.0758,4.224,Krishna,462,0,0,0
4/10/02,93.3745,1.071,Krishna,464,0,0,0
4/11/02,86.4033,0.026,Krishna,465,0,1,0
4/12/02,79.2778,1.29,Shukla,466,0,0,0
4/13/02,72.153,4.948,Shukla,467,0,0,0
4/14/02,66.2486,10.99,Shukla,468,0,0,0
4/15/02,61.8437,19.237,Shukla,469,0,0,0
4/16/02,58.3071,29.261,Shukla,470,0,0,0
4/17/02,57.0798,40.604,Shukla,471,0,0,0
4/18/02,58.5829,52.628,Shukla,472,0,0,0
4/19/02,63.0606,64.607,Shukla,473,0,0,0
4/20/02,68.3453,75.657,Shukla,474,0,0,0
4/21/02,75.1453,85.179,Shukla,475,0,0,0
4/22/02,82.9799,92.604,Shukla,476,0,0,0
4/23/02,91.3121,97.53,Shukla,477,0,0,0
4/24/02,98.5217,99.756,Shukla,478,1,0,0
4/25/02,106.3113,99.326,Krishna,479,0,0,0
4/26/02,112.0962,96.451,Krishna,480,0,0,0
4/27/02,117.7522,91.435,Krishna,481,0,0,0
4/28/02,120.9592,84.738,Krishna,482,0,0,0
4/29/02,123.8646,76.695,Krishna,483,0,0,0
4/30/02,123.3896,67.827,Krishna,484,0,0,0
5/1/02,121.8891,58.385,Krishna,485,0,0,0
5/2/02,118.5122,48.724,Krishna,486,0,0,0
5/3/02,114.4757,39.082,Krishna,487,0,0,0
5/4/02,108.8555,29.8,Krishna,488,0,0,0
5/5/02,102.77,21.144,Krishna,489,0,0,0
5/6/02,96.274,13.469,Krishna,490,0,0,0
5/7/02,89.4253,7.169,Krishna,491,0,0,0
5/8/02,82.306,2.661,Krishna,492,0,0,0
5/9/02,75.0471,0.341,Krishna,493,0,1,0
5/11/02,68.856,0.532,Shukla,495,0,0,0
5/12/02,63.013,3.425,Shukla,496,0,0,0
5/13/02,58.9192,9.026,Shukla,497,0,0,0
5/14/02,58.0841,17.173,Shukla,498,0,0,0
5/15/02,58.9489,27.29,Shukla,499,0,0,0
5/16/02,61.7847,38.71,Shukla,500,0,0,0
5/17/02,66.5512,50.697,Shukla,501,0,0,0
5/18/02,72.9428,62.517,Shukla,502,0,0,0
5/19/02,80.4948,73.492,Shukla,503,0,0,0
5/20/02,88.6902,83.034,Shukla,504,0,0,0
5/21/02,95.9329,90.639,Shukla,505,0,0,0
5/22/02,103.9367,96.072,Shukla,506,0,0,0
5/23/02,110.0946,99.102,Shukla,507,0,0,0
5/24/02,116.2525,99.75,Shukla,508,1,0,0
5/25/02,119.9943,98.127,Krishna,509,0,0,0
5/26/02,122.3434,94.461,Krishna,510,0,0,0
5/27/02,123.3727,89.028,Krishna,511,0,0,0
5/28/02,122.2194,82.168,Krishna,512,0,0,0
5/29/02,120.1775,74.145,Krishna,513,0,0,0
5/30/02,116.4029,65.289,Krishna,514,0,0,0
5/31/02,111.0505,55.879,Krishna,515,0,0,0
